12233	0.769652	1.098873	2
37593	3.625918	0.765539	1
39645	9.926987	1.345274	3
45033	5.872401	0.787467	3
32844	9.913498	0.957718	3
43401	11.553541	1.271692	3
39353	2.071629	1.339551	1
34577	5.715703	1.370129	3
0	2.266046	1.298104	2
11153	1.371280	1.441886	2
75682	15.491016	0.442489	1
34312	7.992875	1.374422	3
29939	11.492514	1.479001	3
16902	10.613660	1.321501	3
0	1.031446	1.200920	2
37679	11.778220	0.443420	3
35209	10.469859	1.655488	3
70782	8.075336	0.872693	1
20885	0.092131	1.433399	2
17026	4.581484	1.671254	2
38296	8.573534	1.616506	3
29362	8.755196	0.874301	3
58255	1.585882	0.725393	1
25112	4.827513	0.426483	1
47069	3.316590	1.370334	1
27406	6.920560	1.102021	3
34467	7.482338	0.931326	3
10930	3.911168	1.079966	2
2072	0.000000	1.110064	2
20934	12.296402	0.626715	3
7497	2.087098	1.236194	2
39524	8.300091	0.333254	3
12238	0.917992	0.192273	2
59089	7.686224	0.469992	1
40822	13.081371	0.419899	3
12314	3.050594	0.468172	2
55142	5.322773	1.540138	3
29190	10.466872	1.079077	3
13925	1.267370	0.476604	2
13901	4.361434	0.500451	2
39340	10.023064	0.512492	3
71134	9.976391	1.677019	1
8667	5.034523	1.043783	2
28983	0.406951	0.024485	1
28032	12.182429	0.801623	3
43545	10.134816	0.700874	3
72306	11.780982	0.490485	1
16697	2.269056	0.457737	2
42021	8.456718	0.648468	3
45930	2.058871	0.043637	1
36893	12.050377	0.451518	3
19180	8.963381	0.006399	3
42925	11.312562	0.240266	3
75546	11.887796	1.108232	1
50605	4.765502	1.590811	1
36107	9.042846	0.936402	3
13195	0.000000	0.301884	2
37450	6.709174	0.438561	3
69442	7.064729	0.652972	1
15431	1.358431	1.295408	2
65113	9.918960	1.418466	1
24261	2.189278	0.611653	1
75143	10.233672	0.954632	1
55347	7.091814	0.944957	3
22251	14.250216	1.122230	3
6095	7.858847	1.587544	2
25780	9.799062	1.574697	3
10688	6.527229	0.410172	2
13803	4.503860	0.039921	2
1862	6.569295	0.010820	2
10648	2.395110	1.557605	2
9287	10.414584	0.301021	2
34840	10.546876	1.443950	3
12439	6.329827	1.484814	2
48263	12.129490	0.244307	3
15607	5.249139	1.632382	2
69958	10.205469	1.428338	1
24881	7.701513	1.146485	3
56547	3.053063	1.288960	1
59131	0.950598	1.157808	1
9558	0.968640	0.708758	2
16442	1.377647	0.470052	2
12642	7.336620	0.035031	2
8730	6.839446	0.053551	2
69753	11.220814	1.172645	1
15579	2.152358	0.723297	2
56071	3.760795	1.529387	1
64985	5.870923	1.538579	1
23187	10.154096	0.464051	3
21416	7.780724	0.993923	3
61566	7.958281	0.005569	1
37437	5.496015	1.127398	1
10213	4.455513	0.351040	2
31706	10.517025	0.719834	3
14430	3.076798	1.055206	2
10265	4.234110	0.578956	2
72687	11.193814	0.121443	1
12020	1.238758	1.241438	2
71166	8.142279	0.630382	1
5268	0.583781	1.481284	2
28336	7.818687	1.387297	3
35384	10.253394	1.562327	3
7455	4.773402	1.582797	2
7284	0.950693	0.134267	2
33448	3.619841	0.100312	1
11636	0.021763	0.157617	2
14004	0.000000	1.571928	2
3029	2.034386	0.639184	2
12392	2.902930	1.599816	2
31522	9.691718	1.172049	3
43836	5.601704	1.552509	3
35414	11.055947	1.227063	3
33603	9.995195	0.651651	3
7593	4.483501	1.210648	2
73845	8.680213	0.746888	1
33412	9.928764	1.383709	3
26744	3.563956	1.273483	1
10255	0.000000	1.547080	2
79968	18.056291	1.091148	1
13848	1.741962	0.136350	2
17816	6.039953	0.352781	2
4478	3.635079	1.658513	2
7217	8.071026	1.179567	2
15184	9.440934	0.657931	3
44783	11.600923	0.892020	3
74488	13.700237	0.746874	1
30164	8.992536	1.067132	3
43212	9.279828	1.606759	3
24265	3.607951	0.091406	1
37024	11.112135	1.501090	3
44219	8.560211	0.216873	3
24048	8.604230	0.146747	3
46040	10.706938	0.736448	3
33256	9.565244	0.489908	3
71028	10.554720	0.442552	1
9937	0.000000	0.224047	2
25043	2.280821	1.274514	1
11293	2.465596	0.405721	2
9070	5.070291	1.670850	2
5296	10.034427	0.689557	2
33616	10.262721	0.339182	3
11053	5.664435	1.682895	2
31849	8.474241	0.514648	3
6153	4.840998	1.119864	2
44669	10.166011	1.626506	3
36353	9.086003	0.865880	3
62308	11.029865	0.936976	3
69270	9.618281	1.669938	1
27875	9.728418	1.516941	3
18200	1.890750	1.215826	2
35635	7.475767	0.467663	3
21991	8.458700	0.186190	3
70902	12.414044	0.921684	1
7131	3.417951	0.277005	2
63252	10.820957	0.393569	3
6888	4.268736	1.679629	2
39943	0.000000	0.994499	1
39197	6.480759	0.382392	3
67978	5.780300	1.296214	1
34821	12.770647	1.685922	3
60378	7.473927	0.532234	3
68286	5.657651	1.485687	1
68738	11.810825	1.072121	1
67859	12.311900	1.143812	1
27471	2.597876	0.485392	1
29624	6.675420	1.674907	3
68838	12.702390	1.138469	1
32245	8.202204	0.911093	3
70842	12.872587	0.781054	1
41613	4.649801	0.339196	3
28836	11.529649	0.182884	3
9073	0.883841	1.629420	2
34728	8.865354	0.987132	3
8466	3.706605	1.410232	2
33939	0.056664	1.467753	1
43540	4.507093	0.189519	1
43690	1.453613	1.677860	1
5857	3.855903	0.442454	2
8142	3.547416	0.085332	2
48868	13.092292	0.071142	3
30566	2.765645	0.412419	1
76414	11.632530	1.288991	1
3251	4.700950	0.652937	2
60519	7.644603	0.411019	1
50146	3.819729	1.258365	1
38208	5.505088	0.709864	1
16028	5.221853	0.255549	2
7820	3.743363	1.652743	2
46624	3.146995	0.626808	1
51527	12.023221	0.588226	3
40821	11.119867	0.719864	3
48069	7.770035	0.443451	3
49863	11.208036	1.648366	3
6995	2.433759	0.555844	2
46587	0.525043	1.429034	1
78588	10.803414	1.267771	1
9056	4.348002	1.600569	2
51725	7.341914	0.392459	3
38320	6.987231	0.725703	3
12584	3.889350	0.701909	2
24466	3.835258	0.536541	1
68729	8.696725	1.257894	1
51462	5.617500	1.569123	1
6505	0.000000	0.889626	2
6366	2.607131	1.320371	2
13601	4.090623	1.341042	2
10795	0.000000	0.225635	2
14851	2.760711	0.865652	2
44995	10.268203	0.660010	3
676	2.162135	1.234438	2
2303	5.519584	0.314868	2
38460	11.071980	0.470953	3
52275	10.262719	1.567565	3
21023	5.563698	1.406431	2
77656	13.834320	1.630446	1
5880	5.900243	1.281395	2
24534	1.892344	0.689256	1
23028	8.344389	1.062605	3
53066	9.197873	0.002038	3
35545	6.049565	0.335131	3
69324	4.958912	0.472948	1
12259	0.000000	0.813869	2
53112	4.484291	1.070069	1
29109	9.295090	0.077657	3
50729	9.359036	1.284376	3
33167	4.219824	0.128485	1
726	4.705372	1.420271	2
6777	5.980725	0.285356	2
22129	3.906510	1.621867	1
57899	2.825559	1.594486	1
27578	9.269159	1.521770	3
40197	9.654068	0.925847	3
6725	1.183115	0.285348	2
27590	12.481824	0.400028	3
6637	6.989758	1.576578	2
42474	8.781458	1.093381	3
27150	2.837019	1.692275	1
45777	9.897100	0.560798	3
10423	4.152994	0.052867	2
64165	6.411127	0.046543	1
77350	13.416065	0.699394	1
53808	3.149425	0.791351	1
67719	12.226132	1.478767	1
3946	0.759787	0.071826	2
12565	11.864426	0.538483	3
8317	1.058847	0.750599	2
7241	4.574690	0.325185	2
57558	8.681088	1.352585	3
63964	5.719564	1.427560	1
